product_id,product_name,category_id,subcategory_id,brand_id,unit_cost,unit_price,warranty_years,product_segment
282,Samsung Galaxy Z Flip 6 256 GB Silver,6,15,2,880.00,1011.52,1,High End
283,Samsung Galaxy Z Flip 6 Green,6,15,2,880.00,1049.67,1,High End
284,Samsung Galaxy A15 Yellow,6,15,2,120.00,134.84,1,Low
285,Samsung Galaxy Z Flip5 Cream,6,15,2,540.00,591.41,1,Mid Tier
286,SAMSUNG GALAXY Z FOLD 7 BLUE 12GB+512GB,6,15,2,1540.00,1827.73,1,High End
287,iPhone 15 128GB Black,6,15,34,670.00,766.86,1,Mid Tier
288,iPhone 15 Pro 512GB Blue Titanium,6,15,34,1090.00,1247.94,1,High End
289,iPhone 13 mini 512GB Blue,6,15,34,440.00,499.35,1,Mid Tier
290,Apple iPhone 16 128GB,6,15,34,720.00,801.09,1,High End
291,Apple iPhone Air 256GB,6,15,34,1080.00,1216.35,1,High End
292,Apple iPhone 17 Pro 256GB,6,15,34,1170.00,1291.01,1,High End
293,Apple iPhone 17 Pro Max 256GB,6,15,34,1310.00,1557.82,1,High End
294,Apple Iphone 14 128GB,6,15,34,510.00,564.26,1,Mid Tier
295,SAMSUNG TAB S11 ULTRA 5G GRAY SM-X936BZAAAFA,6,16,2,1140.00,1260.75,1,High End
296,Huawei MatePad 12X With M-Pencil,6,16,15,530.00,624.09,1,Mid Tier
297,Huawei MatePad 11.5 New Premium Set with M-Penci,6,16,15,370.00,417.75,1,Mid Tier
298,Samsung Tab A9 SILVER,6,16,2,130.00,144.60,1,Low
299,"Huawei Matepad SE 11"" LTE + 128G",6,16,15,160.00,173.17,1,Entry Level
300,"Samsung Galaxy Tab A7 Lite (8.7"", LTE)",6,16,2,110.00,121.21,1,Low
301,Samsung Galaxy Tab S6 Lite,6,16,2,280.00,324.89,1,Mid Tier
302,"Samsung Tab X716B, S9 5G, Gray, 128GB",6,16,2,620.00,710.36,1,Mid Tier
303,Huawei MatePad Pro Midnight Grey,6,16,15,400.00,436.36,1,Mid Tier
304,Samsung Tab A9 Dark Blue,6,16,2,130.00,152.74,1,Entry Level
305,Samsung Tab A9 GRAY,6,16,2,130.00,142.85,1,Low
306,Huawei Mate Pad Papermatte 11.5 With Cover,6,16,15,300.00,335.55,1,Mid Tier
307,Huawei Matepad 11.5 2025 with Keyboard,6,16,15,300.00,335.60,1,Mid Tier
308,Samsung Galaxy Watch FE 40mm Pink Gold,6,17,2,170.00,193.87,1,Entry Level
309,Samsung Galaxy Watch FE 40mm Black,6,17,2,170.00,200.60,1,Entry Level
310,Samsung Galaxy Watch 7 40mm Beige,6,17,2,220.00,261.84,1,Entry Level
311,Samsung Galaxy Fit 3 Pink Gold,6,17,2,40.00,44.82,1,Low
312,Samsung Galaxy Watch 6- 44mm Silver,6,17,2,220.00,240.39,1,Entry Level
313,Huawei Watch Fit 4 Pro Green,6,17,15,160.00,185.33,1,Entry Level
314,Huawei Watch GT6 46MM Green,6,17,15,190.00,216.17,1,Entry Level
315,Huawei Watch GT6 46MM Pro Sand,6,17,15,230.00,265.75,1,Entry Level
316,Huawei Watch GT6 46MM Black,6,17,15,190.00,223.26,1,Entry Level
317,Samsung Galaxy Watch 7 44mm Green,6,17,2,220.00,251.71,1,Entry Level
318,Huawei Watch Fit 4 Pro Black,6,17,15,160.00,175.98,1,Entry Level
319,Samsung Galaxy Fit 3 Silver,6,17,2,40.00,47.24,1,Low
320,Huawei Band 10 (Colour - PINK),6,17,15,40.00,44.76,1,Low
321,Huawei Band 10 (Colour - Black),6,17,15,40.00,45.10,1,Low
322,Huawei Watch GT6 41MM Gold Milanese,6,17,15,200.00,227.74,1,Entry Level
323,Huawei Band 8 Midnight (Colour - Black),6,17,15,30.00,34.04,1,Low
324,Huawei Watch GT 5 Pro Ceramic White 42mm,6,17,15,260.00,311.99,1,Mid Tier
325,Huawei Watch GT 4 41mm White Leather,6,17,15,90.00,102.20,1,Low
326,HUAWEI Watch D2 Black,6,17,15,310.00,340.52,1,Mid Tier
327,Huawei Watch GT 5 Gold 41mm,6,17,15,160.00,188.89,1,Entry Level
328,Huawei Watch GT 5 Black 46mm,6,17,15,140.00,154.21,1,Entry Level
329,Huawei Watch GT 5 Blue 41mm,6,17,15,140.00,163.94,1,Entry Level
330,Huawei Watch Fit 2 Active Edition Pink,6,17,15,60.00,70.12,1,Low
331,Hifuture Aura Smart Watch Black Ladies Watch,6,17,35,80.00,86.99,1,Low
332,Huawei Watch Fit 2 Active Edition Blue,6,17,15,60.00,68.89,1,Low
333,Sony Headphone Black WI-C100/BZE,7,18,5,20.00,23.83,1,Low
334,Sony Headphone White MDR-ZX110APWZE,7,18,5,10.00,12.95,1,Low
335,BUGANI BH21019 FREE B11 BLACK,7,18,36,20.00,24.25,1,Low
336,BUGANI BH21019 FREE B11 SKIN,7,18,36,20.00,24.80,1,Low
337,Jellico TS3s TWS Earphone White,7,18,37,10.00,12.07,1,Low
338,Sony Headphone Black MDR-ZX110APBZE,7,18,5,10.00,12.57,1,Low
339,Baseus Eli Sport 1 Open-Ear Tws Earbuds Black A00064400121-00,7,18,9,60.00,70.78,1,Low
340,Sony Headphone White MDR-EX15APWZE,7,18,5,10.00,11.66,1,Low
341,Baseus Eli Sport 1 Open-Ear Tws Earbuds White A00064400221-00,7,18,9,60.00,69.70,1,Low
342,HUAWEI Freeclip Black & Free HUAWEI Health Scale,7,18,15,90.00,116.46,1,Low
343,Huawei Freeclip Rose Gold & Free HUAWEI Health Scale,7,18,15,90.00,104.01,1,Low
344,HUAWEI Freeclip Black,7,18,15,90.00,105.63,1,Low
345,Cambridge Audio Melomania M100 Wireless Earbuds,7,18,38,110.00,135.67,1,Low
346,Huawei FreeBuds 7i Pink,7,18,15,70.00,90.59,1,Low
347,Baseus Airnora 2 True Wireless Earphones G Orange NGTW320207,7,18,9,50.00,60.12,1,Low
348,Sony Headphone Black MDR-EX15APBZE,7,18,5,10.00,11.68,1,Low
349,Sony Headphone Black WH-CH520/BZ,7,18,5,40.00,50.76,1,Low
350,JBL Tune 520 Bluetooth Headphone Black,7,18,39,50.00,59.26,1,Low
351,Sony Headphone Black WH-1000XM4/BME,7,18,5,200.00,245.18,1,Entry Level
352,Huawei FreeBuds 7i Pink,7,18,15,60.00,73.98,1,Low
353,Huawei FreeBuds 7i Black,7,18,15,60.00,71.58,1,Low
354,JBL Quantum 100M2 Headphone Black,7,18,39,50.00,63.71,1,Low
355,Sony Headphone Taupe WI-C100/CZE,7,18,5,20.00,24.45,1,Low
356,Hifuture Futuretour Anc Headphone Black High Performance,7,18,35,30.00,37.34,1,Low
357,Huawei FreeBuds SE 3 Beige,7,18,15,30.00,34.95,1,Low
358,Monster Clear Talk Clarity 102,7,18,40,90.00,113.39,1,Low
359,Cooler Master CH331 USB Gaming Headphone,7,18,21,30.00,35.23,1,Low
360,Monster Persona Wireless Headphones,7,18,40,120.00,155.58,1,Entry Level
361,Monster Champion Wireless Headphones,7,18,40,90.00,107.67,1,Low
362,Sony Headphone Orange WF-C500/DZE,7,18,5,70.00,83.84,1,Low
363,Philips Wireless Headphone ANC Black TAH6506BK,7,18,1,40.00,49.63,1,Low
364,Philips Wireless Hi-Fi Headphone SHC5200/10,7,18,1,50.00,57.87,1,Low
365,Huawei Freebuds SE4 ANC White,7,18,15,40.00,47.78,1,Low
366,Logitech G432 7.1 Wired Gaming Headset,7,18,22,60.00,71.30,1,Low
367,Baseus Eli Sport 1 Open-Ear Tws Earbuds A Green A00064400641-00,7,18,9,60.00,70.74,1,Low
368,Baseus Encok Cz11 Wired Earphones Moon White A00164300213-Z1,7,18,9,20.00,25.83,1,Low
369,Philips Headphones In-Ear With Mic SHE3555BK,7,18,1,20.00,25.42,1,Low
370,Hifuture Futuremate Headphone Black Open Ear,7,18,35,20.00,23.30,1,Low
371,Baseus Aequr GH02 Gaming Wireless Headphones White Wireless Headphone A00050800211-00,7,18,9,60.00,76.18,1,Low
372,Baseus Aequr VO20 Portable Wireless Speaker Black A20067900117-00,7,19,9,40.00,49.97,1,Low
373,BUGANI BS12306 REFORM BLACK,7,19,36,120.00,155.95,1,Entry Level
374,BUGANI BS12303 BRIEF PRO BLUE ORANGE,7,19,36,130.00,158.97,1,Entry Level
375,BUGANI BS12302 BOOST MAX BLACK,7,19,36,200.00,237.37,1,Entry Level
376,BUGANI BS12305 BRIEF BLACK GOLD,7,19,36,50.00,59.77,1,Low
377,BUGANI BS12305 BRIEF BLACK,7,19,36,50.00,59.37,1,Low
378,Hifuture Altus Military Green,7,19,35,20.00,24.86,1,Low
379,Hifuture Ripple Blue,7,19,35,50.00,60.34,1,Low
380,Monster Blaster V3.0 Black,7,19,40,250.00,290.93,1,Entry Level
381,JBL-SPK-Boombox 3 BLK,7,19,39,400.00,499.79,1,Mid Tier
382,MARSHALL WOBURN III BT SPEAKER BLACK,7,19,41,420.00,493.71,1,Mid Tier
383,Hifuture Gravity Black,7,19,35,70.00,81.38,1,Low
384,JBL Clip 5 Bluetooth Speaker Squad,7,19,39,50.00,63.64,1,Low
385,SONY BT Speakers Black SRS-XG500/BCS,7,19,5,330.00,424.83,1,Mid Tier
386,Marshall Woburn III Bluetooth Speaker Cream,7,19,41,420.00,493.55,1,Mid Tier
387,Sonos Move 2 Smart Portable Speaker - Black (S17),7,19,46,440.00,539.44,1,Mid Tier
388,Monster S310 BT Speaker,7,19,40,50.00,63.87,1,Low
389,Sony BT Speakers Black SRS-XE300/BCE,7,19,5,140.00,176.06,1,Entry Level
390,Sony BT Speaker Black SRS-XE200/BCE,7,19,5,110.00,134.92,1,Low
391,Monster Superstar S320 Black,7,19,40,80.00,100.49,1,Low
392,Sony SRS-XB23/CC BT SPEAKERS TAUPE,7,19,5,80.00,103.98,1,Low
393,Sony BT Speakers Black SRS-XB13/BC,7,19,5,40.00,47.28,1,Low
394,Sony SRS-XB33/BC BT SPEAKERS BLACK,7,19,5,120.00,144.28,1,Low
395,Google Nest Mini 2nd Generation Charcoal Chalk,7,19,33,40.00,46.43,1,Low
396,Hifuture Gravity Blue,7,19,35,70.00,86.99,1,Low
397,JBL Flip 6 Red,7,19,39,110.00,131.24,1,Low
398,Sonos Era 100 Smart WiFi Speaker - Black S39,7,19,46,230.00,292.01,1,Entry Level
399,Sonos Roam Portable Smart Speaker - Black (S27),7,19,46,140.00,167.43,1,Entry Level
400,Sony HCDSHAKEX10D Home Music System,7,20,5,620.00,761.07,2,Mid Tier
401,Sony HCDSHAKEX30D Home Audio System,7,20,5,780.00,988.42,2,High End
402,JVC RD-N327 CD Player with radio FM White Colour,7,20,7,50.00,61.67,2,Low
403,Sony MHC-M40D High Power Audio System with DVD,7,20,5,360.00,421.10,2,Mid Tier
404,Hisense HA350 Mini HiFI 50 X 2 W,7,20,3,140.00,171.47,2,Entry Level
405,Pioneer S62W Active Subwoofer,7,20,27,250.00,314.35,2,Mid Tier
406,Hisense HA450M Mini Hifi 180X2 W With Bluetooth,7,20,3,190.00,237.27,2,Entry Level
407,JVC RD-N327 CD Player with radio FM Black Colour,7,20,7,50.00,62.42,2,Low
408,Sony Playstion 5 Slim Disc Version,8,21,5,580.00,650.02,1,Mid Tier
409,SONY PLAYSTATION 5 SLIM,8,21,5,580.00,668.09,1,Mid Tier
410,XBOX One Xbox One S Console 1TB,8,21,18,400.00,470.55,1,Mid Tier
411,Nintendo Switch 2,8,21,42,500.00,540.29,1,Mid Tier
412,Sony DualSense Wireless Controller for PS5,8,22,5,70.00,78.03,1,Low
413,PS5 DUAL SENSE WIRELESS CONTROLLER WHITE,8,22,5,70.00,75.95,1,Low
414,Oculus Meta Quest 3 VR 512GB,8,23,43,530.00,597.51,1,Mid Tier
415,Oculus Quest 2 — Advanced All-In-One Virtual Reality Headset — 256 GB,8,23,43,490.00,538.95,1,Mid Tier
416,Philips Airfryer 4000 Series Stacked Dual Basket Airfryer,10,25,1,380.00,510.27,1,Mid Tier
417,Philips 3000 Series Airfryer Dual Basket,10,25,1,330.00,459.89,1,Mid Tier
418,Philips 3000 Series Airfryer 7.2L,10,25,1,280.00,373.91,1,Mid Tier
419,Philips 2000 Series Airfryer 2000 series 6.2L (Silver),10,25,1,210.00,314.60,1,Mid Tier
420,Philips 2000 Series Airfryer 2000 series 4.2L (Silver),10,25,1,180.00,260.34,1,Entry Level
421,Philips 2000 Series Airfryer 2000 series 3.2L,10,25,1,125.00,175.43,1,Entry Level
422,Philips 1000 series Airfryer 1000 series 4.2L,10,25,1,90.00,124.13,1,Low
423,Philips Airfryer 3000 Series L Single Pot,10,25,1,120.00,162.08,1,Entry Level
424,Philips 2000 Series Airfryer 2000 series 6.2L (Silver),10,25,1,180.00,240.44,1,Entry Level
425,Philips 7000 Series Airfryer Combi 8.3L and Food Thermometer,10,25,1,480.00,705.26,1,Mid Tier
426,Philips Premium Airfryer XXL,10,25,1,300.00,412.61,1,Mid Tier
427,Philips 1000 series Airfryer 1000 series 4.2L,10,25,1,80.00,111.88,1,Low
428,Philips Airfryer 5000 Series XXL Connected,10,25,1,200.00,269.01,1,Entry Level
429,Philips Airfryer 5000 Series XXL Connected,10,25,1,250.00,339.82,1,Mid Tier
430,Philips Airfryer 3000 Series L Compact Airfryer,10,25,1,150.00,198.70,1,Entry Level
431,Ninja Double Stack XL 2-Level Air Fryer with Smart Cook System 9.5L​ Cyber Space SL451UKCYD,10,25,44,250.00,366.16,1,Mid Tier
432,Ninja MAX 6-in-1 Dual Zone Air Fryer 9.5L – Cyber Space DZ400UKCYD,10,25,44,180.00,268.46,1,Entry Level
433,Ninja CRISPi 4-in-1 Portable Glass Air Fryer - Sage Green - Family Set,10,25,44,170.00,243.70,1,Entry Level
434,Ninja Air Fryer MAX 6.2L AF170UK,10,25,44,120.00,169.67,1,Entry Level
435,Ninja Foodi MAX Dual Zone Air Fryer AF400UK,10,25,44,250.00,375.13,1,Mid Tier
436,Ninja Foodi 4-in-1 Dual Zone Air Fryer 7.6L AF200UK,10,25,44,180.00,234.63,1,Entry Level
437,Philips 5000 Series Blender,10,26,1,145.00,200.98,1,Entry Level
438,Philips 5000 Series Blender,10,26,1,105.00,144.50,1,Low
439,Philips Opal Blenders,10,26,1,50.00,74.85,1,Low
440,Philips Series 5000 Blender Core,10,26,1,98.00,131.09,1,Low
441,Philips 7000 Series High speed blender,10,26,1,210.00,276.66,1,Entry Level
442,Ninja Detect Power Blender & Processor Pro Cyber Space TB401UKCYD,10,26,44,250.00,336.57,1,Mid Tier
443,Ninja Detect Power Blender & Processor Pro TB401UK,10,26,44,250.00,339.67,1,Mid Tier
444,Ninja Deluxe Black & Copper Detect Power Blender & Processor Pro TB401UKDBCP,10,26,44,250.00,356.86,1,Mid Tier
445,Ninja 3-in-1 Food Processor with Auto-IQ BN800UK,10,26,44,180.00,261.42,1,Entry Level
446,Ninja Foodi Power Nutri Blender 3-in-1 with Smart Torque & Auto-iQ 1200W - CB350UK,10,26,44,200.00,271.22,1,Entry Level
447,Ninja Food Processor with Auto-IQ BN650UK,10,26,44,100.00,138.82,1,Low
448,Ninja Luxe Café Pro Series ES701UK,10,27,44,750.00,990.95,1,High End
449,Ninja Luxe Café Premier Espresso Machine ES601UKGM,10,27,44,600.00,858.37,1,High End
450,Ninja Luxe Café Premier Espresso Machine ES601UK,10,27,44,600.00,886.80,1,High End
451,Ninja Luxe Café Premier Espresso Machine - Black ES601UKBK,10,27,44,600.00,797.70,1,Mid Tier
452,Ninja Luxe Café Premier Espresso Machine - Cyber Space ES601UKCY,10,27,44,600.00,894.15,1,High End
453,Philips Series 4400 Fully automatic espresso machine,10,27,1,1500.00,2264.25,1,Flagship
454,Philips Philips 4300 Series Fully automatic espresso machines,10,27,1,950.00,1396.43,1,High End
455,Philips Series 3300 Fully automatic espresso machine - with Iced Coffee option,10,27,1,1300.00,1744.34,1,High End
456,Philips Series 2300 Fully automatic espresso machine,10,27,1,1050.00,1458.16,1,High End
457,Philips Series 1200 Fully automatic espresso machines,10,27,1,750.00,1126.97,1,High End
458,Philips All-in-One Cooker All-in-One Cooker Pressurized,10,28,1,275.00,422.35,2,Mid Tier
459,Philips Rice Cooker 3000 Series Mini Rice Cooker 0.54L,10,28,1,75.00,110.56,2,Low
460,Philips 3000 Series Philips Rice Cooker,10,28,1,115.00,166.80,2,Entry Level
461,Philips Daily Collection Induction cooker - stainless steel induction pot included,10,28,1,100.00,141.58,2,Low
462,Philips 5000 Series Philips Digital Rice Cooker,10,28,1,100.00,133.40,2,Low
463,Philips Viva Collection All-in-One Multicooker,10,28,1,225.00,334.73,2,Mid Tier
464,Ninja Foodi MAX 15-in-1 SmartLid Multi-Cooker with Smart Cook System 7.5L OL750UK,10,28,44,250.00,377.68,2,Mid Tier
465,Ninja Foodi 11-in-1 SmartLid Multi-Cooker 6L OL550UK,10,28,44,300.00,440.29,2,Mid Tier
466,"Ninja Speedi 12-in-1 Multi-Cooker, Air Fryer & Slow Cooker - Cyber Space ON500UKCYD",10,28,44,250.00,387.06,2,Mid Tier
467,"Ninja Combi 12-in-1 Multi-Cooker, Oven & Air Fryer SFP700UK",10,28,44,300.00,423.58,2,Mid Tier
468,Ninja Foodi 9-in-1 Multi-Cooker 6L OP350UK,10,29,44,250.00,377.96,2,Mid Tier
469,Ninja Foodi 8-in-1 Flip Mini Oven SP101UK,10,29,44,240.00,364.67,2,Mid Tier
470,Ninja Foodi 10-in-1 Multifunction Oven DT200UK,10,29,44,280.00,364.35,2,Mid Tier
